Scan_ID,Subj_ID,Gender,Age1,Age2,Group,SubGrp,A_NoDoub_mean_abs,O_CenSpat_mean_abs,C_InconCon_mean_abs,A_NoDoub_mean_rate,O_CenSpat_mean_rate,C_InconCon_mean_rate,RT_Con_No_mean,RT_Con_Cent_mean,RT_Con_Doub_mean,RT_Con_Spat_mean,RT_Incon_No_mean,RT_Incon_Cent_mean,RT_Incon_Doub_mean,RT_Incon_Spat_mean,ACC_Con_No,ACC_Con_Cent,ACC_Con_Doub,ACC_Con_Spat,ACC_Incon_No,ACC_Incon_Cent,ACC_Incon_Doub,ACC_Incon_Spat,ACC_mean,RT_mean,RT_ACC,NoRespFreq,CleanFreq,CBDA_Ind_c1A_fdr0545,CBDA_Ind_c2O_fdr0545,CBDA_Ind_c3E_fdr0545
17-07-26.1CBDHC,79,1,8.25,8,CBDC,CBDHC,71.8119,8.2652,49.6743,130.453,121.2757,176.7545,730.0268,663.5,616.2857,639.4792,716.8214,742.9571,690.7262,704.631,0.9375,0.8125,0.875,0.875,0.6875,0.75,0.8125,0.8125,0.82031,688.3808222,838.7724458,0.14063,0.18438,8.11E-02,-1.41E-02,2.42E-01
17-07-27.2CBDPC,289,2,12.27,12,CBDC,CBDPC,37.7535,56.7474,41.7927,43.0017,139.9184,98.0246,542.3661,548.5536,575.75,501.3571,614.5625,590.7,558.7143,524.8393,0.9375,0.9375,0.875,0.9375,0.875,0.8125,0.8125,0.9375,0.89063,553.0381,625.5182988,0.11979,0.13125,4.08E-01,3.04E-01,1.22E-01
17-07-28.3CBDPC,294,1,9.08,9,CBDC,CBDPC,64.0606,5.2367,65.5128,108.8795,77.1919,129.3575,728.1429,598.4167,590.2054,610.9554,715.4286,675.9524,696.1667,716.7917,0.875,0.875,0.9375,0.9375,0.8125,0.8125,0.875,0.875,0.875,670.3122,761.7228286,0.11458,0.125,2.45E-01,-6.03E-01,-1.77E-01
17-07-29.2CBDPC,297,2,10.17,10,CBDC,CBDPC,56.1033,33.4231,45.8512,44.2391,61.9613,15.831,680.5,605.3482,578.8571,563.5625,699.5625,637.9196,634.375,598,0.9375,0.9375,0.875,1,1,0.9375,1,1,0.96094,621.3472111,650.1608971,0.046875,0.059375,-3.07E-01,-2.46E-01,5.19E-01
17-07-29.3CBDPC,298,1,8.82,9,CBDC,CBDPC,102.7332,101.6446,70.0168,47.5693,201.5526,57.4427,743.8452,681.1833,620.4167,489.0625,736.3929,717.8571,707.8333,675.2738,0.8125,0.6875,0.75,0.75,0.8125,0.875,0.625,0.8125,0.76563,669.6794222,877.0334235,0.22917,0.2625,4.52E-01,6.01E-03,2.23E-01
17-07-30.1CBDPC,300,1,9.93,10,CBDC,CBDPC,63.9905,27.7225,73.0837,74.8675,94.4585,101.5848,664.15,603.4792,553.0595,556.5,709.1429,684,673.8125,611.1607,0.8125,0.875,0.8125,0.875,0.8125,0.75,0.875,0.9375,0.84375,631.7560889,748.9340444,0.125,0.15312,-8.93E-02,6.65E-01,2.97E-01
17-07-30.2CBDPC,301,1,9.39,9,CBDC,CBDPC,90.1903,99.5764,39.0347,-38.8001,103.8823,179.6978,719.0238,653.2024,646.3571,633.3429,690.1143,770.6667,663.8333,597.4821,0.8125,0.8125,0.75,0.75,0.75,0.8125,0.5625,0.6875,0.74219,672.2525111,905.0954944,0.088542,0.26875,7.31E-02,5.07E-01,-1.46E-01
17-08-06.2CBDHC,84,1,9.38,9,CBDC,CBDHC,-19.1866,42.4348,62.4117,79.7713,55.8913,67.9096,616.9405,605.9375,609.2262,562.25,629.4,696.375,662.6875,639,0.8125,1,0.8125,1,0.625,1,1,1,0.90625,627.5629667,692.6643724,0.041667,0.09375,5.40E-01,2.07E-01,-2.70E-01
17-08-12.1CBDHC,85,1,7.5,8,CBDC,CBDHC,18.1703,18.1804,55.2122,-12.1114,34.0896,170.7936,657.6875,626.3304,629.9732,563.0714,720.1786,645.2286,705.9286,629.5625,1,0.9375,0.9375,0.875,0.8125,0.75,0.8125,0.875,0.875,646.3845333,739.7086857,0.020833,0.11562,7.21E-02,3.16E-01,-2.39E-01
17-08-12.2CBDHC,86,1,7.35,7,CBDC,CBDHC,38.7854,-8.1936,78.5614,262.9098,-57.4531,49.2662,757.625,728.5333,752.1,711.1429,834.825,803,815.3,813.7286,0.5,0.6875,0.625,0.6875,0.5625,0.6875,0.625,0.75,0.64063,777.1949778,1212.918299,0.27604,0.35625,3.11E-01,3.78E-01,-3.44E-01
17-08-24.2CBDHC,90,1,7.58,8,CBDC,CBDHC,54.5598,39.1358,93.5547,165.4315,-88.7013,173.6977,704.0714,629.8125,608.4375,601.5,762.0125,749.0625,716.8661,676.4167,0.9375,1,0.875,0.75,0.8125,0.875,0.9375,0.6875,0.85938,678.9088,792.4578184,0.057292,0.1375,5.37E-01,1.99E-01,1.37E-01
17-08-24.3CBDHC,91,1,8.96,9,CBDC,CBDHC,13.4879,34.0996,115.4948,239.0856,115.1547,277.5853,771.0417,692.5714,713.625,657.1339,812.0833,827.5,804,833.9018,0.875,0.8125,1,0.9375,0.5625,0.75,0.875,0.9375,0.84375,770.4285667,905.4603111,0.14063,0.14688,3.96E-02,-3.16E-01,-5.58E-02
17-08-27.3CBDHC,94,2,9.61,10,CBDC,CBDHC,71.0344,42.464,32.0141,85.9399,14.8793,21.7545,683.375,628.375,590.875,591.9107,675.3125,679.375,636.6875,633.3125,1,1,1,0.9375,1,1,1,1,0.99219,636.9970222,644.9398805,0.015625,0.0125,3.40E-01,1.53E-01,3.96E-02
17-08-28.1CBDHC,95,2,7.17,7,CBDC,CBDHC,43.5216,45.661,79.0398,48.8016,34.9383,142.5031,709.6964,670.4167,678.375,630.0667,738.25,798,742.6548,707.8452,0.9375,0.8125,1,0.6875,0.75,0.875,0.8125,0.8125,0.83594,710.4783111,848.6411704,0.083333,0.15313,4.19E-01,3.30E-01,3.27E-02
17-08-28.3CBDHC,97,1,8.49,8,CBDC,CBDHC,10.1972,32.1133,37.7809,62.8657,34.781,76.2807,706.3125,632,712.5625,698.25,762.2,765.1429,738.1548,658.4167,1,0.8125,0.75,0.75,0.625,0.875,0.8125,0.875,0.8125,702.3377111,872.7752923,0.11458,0.19062,2.04E-01,2.02E-01,4.44E-02
17-08-28.4CBDHC,98,1,8.65,9,CBDC,CBDHC,73.4085,72.5437,32.6794,188.1652,28.6848,67.3941,721.3333,718.8482,651.2143,632.8393,715.869,725.5089,675.7024,721.631,0.6875,0.9375,0.9375,0.9375,0.8125,0.9375,0.8125,0.8125,0.85938,694.2718222,809.1511322,0.083333,0.1375,-1.50E-01,-6.89E-01,5.09E-01
17-08-29.2CBDHC,100,2,8.04,8,CBDC,CBDHC,15.7713,20.8124,8.0653,166.5857,-138.4618,239.6497,768.9286,779.5833,757.95,722.25,734.1,769.1714,757.8833,798.9333,0.875,0.75,0.6875,0.625,0.375,0.75,0.6875,0.6875,0.67969,765.0888778,1119.775173,0.26042,0.29375,4.94E-01,4.27E-01,1.65E-01
17-09-17.2CBDHC,102,1,7.6,8,CBDC,CBDHC,27.0657,75.6775,47.3621,-27.8463,98.8074,144.8467,641.369,687.3036,604.7143,568.0089,670.5,723.9375,665.7857,639.625,0.8125,0.9375,0.875,0.9375,0.6875,0.8125,0.8125,0.875,0.84375,650.166,770.5546667,0.052083,0.1625,3.08E-01,4.61E-01,4.00E-02
