Scan_ID,Conds,Grp_CBD_Comm_fdr05_r00_all,Grp_CBD_Comm_fdr05_r01_fef_b,Grp_CBD_Comm_fdr05_r02_spl_b,Grp_CBD_Speci_fdr05_r01_ai_b,Grp_CBD_Speci_fdr05_r02_dacc_r,Grp_CBD_Speci_fdr05_r03_tpj_r
16-08-04.3CBDPC,c23,9.900852e-02,-1.968148e-01,2.102884e-01,2.604333e-01,8.623779e-02,-4.094063e-01
17-07-29.2CBDPC,c23,-9.724681e-02,-1.144325e-01,-9.403934e-02,-5.525412e-01,1.410200e+00,-1.115328e+00
16-11-20.2CBDPC,c23,3.101220e-02,-6.350995e-01,-1.443475e-01,-2.839028e-01,-4.130523e-01,-1.075181e+00
16-12-25.3CBDHC,c23,-3.859709e-01,-7.058687e-01,-3.253398e-01,-4.101549e-01,-2.930742e-01,-8.734967e-02
16-09-17.2CBDPC,c23,-1.334212e-01,-1.352925e-01,-1.412180e-01,-6.322045e-03,-8.707993e-02,2.115197e+00
17-01-15.3CBDHC,c23,3.754778e-01,3.364766e-01,3.370571e-01,3.304230e-01,8.219422e-01,4.516336e-01
16-08-07.2CBDPC,c23,9.977675e-02,-4.203922e-01,1.847860e-01,-8.086727e-01,-1.584046e-01,-3.038937e-01
16-12-04.2CBDHC,c23,-7.035908e-02,6.759178e-01,1.374107e-01,-2.255381e-01,-6.052361e-01,-4.232756e-01
16-12-25.3CBDPC,c23,2.035993e-03,2.131532e-02,-2.053069e-01,-3.195468e-01,1.812660e-01,4.628562e-01
16-11-27.2CBDPC,c23,1.208026e-02,-2.830822e-01,2.020505e-01,1.412032e-01,-5.938605e-01,2.787770e-01
16-08-15.1CBDPC,c23,2.177274e-01,2.824736e-01,2.926590e-01,-5.973708e-01,5.798102e-01,8.538166e-01
16-12-24.1CBDHC,c23,1.458121e-01,1.313526e-01,-9.773774e-02,-6.080391e-01,6.989356e-01,-6.561810e-01
16-12-10.1CBDHC,c23,-8.465732e-02,-2.198372e-01,1.107645e-01,8.961613e-02,7.472369e-01,4.022117e-01
16-08-28.3CBDPC,c23,2.169825e-01,9.635423e-02,2.757396e-01,-1.177300e-02,-3.285609e-01,-6.405959e-01
16-09-03.5CBDPC,c23,-4.632013e-02,4.942487e-01,-2.402399e-01,-2.122383e-01,1.302387e-01,5.769120e-02
16-08-30.4CBDPC,c23,5.060193e-02,2.165068e-02,7.039526e-02,2.050010e-01,1.815357e-01,7.337368e-01
16-08-04.2CBDPC,c23,3.436857e-02,7.008339e-01,-2.070801e-01,-2.078154e-02,-4.823691e-01,-4.638985e-01
16-08-15.2CBDPC,c23,-4.674273e-01,-3.186876e-01,-5.026463e-01,-3.198864e-01,-2.269430e-01,-8.162555e-02
17-04-16.5CBDPC,c23,-6.458811e-02,-4.497977e-01,1.952199e-01,-1.586505e-01,-5.138331e-01,-3.872554e-01
16-11-26.3CBDHC,c23,-2.634512e-02,-4.469064e-01,-8.937654e-02,4.015098e-01,-6.246751e-01,-6.100297e-01
16-12-24.3CBDHC,c23,2.782524e-01,-5.949221e-02,3.041185e-01,4.526197e-01,5.361057e-01,9.127477e-01
16-11-20.2CBDHC,c23,-8.511249e-01,-1.866667e-01,-1.085706e+00,-6.418661e-01,-2.332070e-01,-1.185654e+00
17-04-08.1CBDPC,c23,2.517078e-01,-1.964716e-01,5.374282e-01,6.524659e-02,-8.845418e-02,3.858063e-01
16-12-25.2CBDHC,c23,1.994017e-01,8.594850e-01,6.255882e-02,6.345928e-01,7.597484e-01,-1.189098e-01
16-08-26.3CBDPC,c23,-1.750674e-01,-2.282176e-01,-1.449017e-01,1.708009e-01,-1.361825e-01,-1.136595e+00
17-01-15.3CBDPC,c23,1.671994e-01,3.612317e-01,1.260410e-01,2.547979e-02,1.557539e-01,-7.921555e-01
17-01-12.2CBDHC,c23,1.960216e-01,-7.306359e-01,4.355735e-01,-6.759814e-03,-4.203195e-01,-1.668536e-01
16-12-25.1CBDPC,c23,-3.072507e-02,4.815888e-01,-1.890265e-01,-5.906022e-02,4.199377e-01,-2.064009e-01
16-12-31.1CBDPC,c23,3.505890e-01,8.102017e-01,-9.862506e-02,1.685375e-01,4.061225e-01,2.294189e-01
16-07-31.2CBDPC,c23,3.540782e-01,-3.805887e-01,2.462998e-01,-5.236344e-01,-5.292969e-01,-1.216744e-01
16-11-26.3CBDPC,c23,8.435732e-01,-2.123043e-03,6.992304e-01,7.881635e-02,2.727575e-01,-2.695907e-01
16-08-26.1CBDPC,c23,-1.599165e-01,-2.238937e-01,-1.187860e-01,-2.347208e-01,-3.202918e-01,2.319555e-01
16-07-28.2CBDPC,c23,-4.018703e-02,6.838723e-01,2.511035e-02,-5.461281e-02,-1.744680e-01,-3.134534e-01
16-08-21.2CBDPC,c23,1.799082e-01,-3.771851e-01,2.538862e-01,2.638727e-01,-9.341509e-02,-6.043872e-01
17-04-30.2CBDHC,c23,9.384443e-01,9.284854e-01,8.228155e-01,-1.298292e-01,4.455312e-01,-4.329687e-01
16-08-06.2CBDPC,c23,-8.554633e-02,-2.540014e-01,-2.113004e-02,1.098563e-01,5.742019e-01,1.164956e-01
17-07-27.2CBDPC,c23,4.056935e-01,1.961112e-01,3.618996e-01,-2.218178e-01,-1.699451e-01,-5.865163e-02
16-11-13.3CBDPC,c23,1.177855e-01,8.500045e-02,2.359418e-01,7.319646e-01,9.510298e-01,-2.312956e-01
